Title,Url,Description,Publish At
Get Inspired: 3+1 Brilliant Campaigns from eCommerce Brands,https://celtra.com/blog/get-inspired-ecommerce-campaign-creative-production/,"With social distancing and stay-at-home orders, most retail brands have had to quickly pivot their campaigns to this new ecom-first reality. Even with states and countries starting to open, many consumers will feel safer shopping online. How do you attract and win over customers when everyone is trying to do the same? While there isn’t […]","Tue, 19 May 2020 19:36:41 +0000"
"Stay-at-Home Consumers, Creative Production, and Making It All Work",https://celtra.com/blog/stay-at-home-consumers-creative-production-and-making-it-all-work/,"Whether it’s professionally or personally, we’ve never had to deal with a pandemic of this scale before. As a marketer, it can feel like you’re flying blind, trying to walk the tightrope of hitting the right tone while also protecting your brand and market share. You might have had to pause campaigns, scrap previously produced […]","Tue, 21 Apr 2020 11:12:21 +0000"
What is Creative Automation?,https://celtra.com/blog/what-is-creative-automation/,"Automation has changed the way that media is bought and handled, now it’s time for creative to go through the same shift. With media moving in real-time, brands need to keep up by pushing out more creative than ever before to match consumer expectations. It can be challenging. From expensive content scaling, slow and cumbersome […]","Fri, 03 Apr 2020 11:13:33 +0000"
How 6 Brands Met Their Customers’ Needs,https://celtra.com/blog/how-6-brands-met-their-customers-needs/,"Right now, it’s more important than ever to continuously check in on your customers. Most of them are home right now absorbing loads of digital content. This consideration can be exercised through your marketing messaging. After all, the best marketing campaigns demonstrate a deep understanding of consumers. Making this connection is essential to getting their […]","Fri, 27 Mar 2020 11:14:54 +0000"
Creative Relevancy Is Key but How Do You Scale It?,https://celtra.com/blog/creative-relevancy-is-key-but-how-do-you-scale-it/,"Think of your all-time favorite ad. Whether it provoked laughter for days or instant goosebumps, one thing is certain — it caused a significant emotional response.  Digital is now all about the consumer experience. As such, a high level of creative relevance is essential. In the context of digital advertising, creative relevance is how well […]","Thu, 26 Mar 2020 16:54:41 +0000"
Celtra’s Commissioned Study Reveals the Growing Need for Creative Automation,https://celtra.com/blog/celtras-commissioned-study-reveals-the-growing-need-for-creative-automation/,Connectivity has changed everything about the way we live. Consumers are empowered and expect seamless experiences from brands at all times. Always-on means there is a need for more creative content than ever before. This creates immense pressures for marketers whose budgets and resources often fail to keep up. Celtra’s mission is to close the […],"Wed, 04 Mar 2020 15:20:07 +0000"
6 Fixable Problems with Creative Production Workflow,https://celtra.com/blog/6-fixable-problems-with-creative-production-workflow/,"Is improving workflow on your agenda? According to a recent Forrester survey, that’s the case for most companies — 58% reported that improving workflow efficiency in creative is on their digital advertising creative goal for the upcoming year. It makes a lot of sense considering the volume of your creative output is hugely reliant on […]","Thu, 20 Feb 2020 17:59:25 +0000"
Successful Marketing Campaigns that Didn’t Break the Bank,https://celtra.com/blog/successful-marketing-campaigns-that-didnt-break-the-bank/,"Marketing initiatives can be a huge budget-drainer. According to a survey, 40% of organizations report proving the ROI of marketing activities as their biggest challenge (second leading response), while 28% say it’s securing budget (third). So it’s no secret, popular marketing tactics can get pretty pricey. But this doesn’t always have to be the case. […]","Tue, 18 Feb 2020 09:47:20 +0000"
Mobile App User Behavior & Privacy Research 2021 – EMEA & LATAM Highlights,https://www.adcolony.com/blog/2021/05/31/mobile-app-user-behavior-privacy-research-2021-emea-latam-highlights/,"In-app advertising, personalization, and analytics evolve each day since applications started to appear on our smartphones. The data we leave behind while watching mobile ads help marketers, brands, advertisers to track, reach, and target better accordingly. But at what level are users aware of how their data is being used? And most importantly are they...
The post Mobile App User Behavior & Privacy Research 2021 – EMEA & LATAM Highlights appeared first on AdColony.","Tue, 01 Jun 2021 01:00:00 +0000"
"Mobile Monday: Bridge Race is the Top Downloaded Mobile Game in April, App Installs Up 31% in Q1",https://www.adcolony.com/blog/2021/05/30/mobile-monday-bridge-race-is-the-top-downloaded-mobile-game-in-april-app-installs-up-31-in-q1/,"App usage continued to evolve in 2020 while users turned to apps for daily routines and entertainment more than ever. Lockdowns changed life for people across the globe, which led to more downloaded and opened apps at rates higher than anticipated. A new report says that installs and sessions were still growing at the beginning...
The post Mobile Monday: Bridge Race is the Top Downloaded Mobile Game in April, App Installs Up 31% in Q1 appeared first on AdColony.","Mon, 31 May 2021 01:00:00 +0000"
AdColonized: Getting to Know Siren Tekin,https://www.adcolony.com/blog/2021/05/26/adcolonized-getting-to-know-siren-tekin/,"Meet Siren Tekin, a HR Generalist working out of our Istanbul office! Outside of work, Siren enjoys horseback riding and listening to Billie Eilish and Halsey. While working from home, Siren enjoys using Instagram to keep up with her friends and recommends taking breaks throughout the day. Get to know her better in this week’s...
The post AdColonized: Getting to Know Siren Tekin appeared first on AdColony.","Thu, 27 May 2021 01:00:00 +0000"
Mobile App User Behavior & Privacy Research 2021 – APAC Highlights,https://www.adcolony.com/blog/2021/05/25/mobile-app-user-behavior-amp-privacy-research-2021-apac-highlights/,"As featured last week, AdColony conducted its Mobile App User Behavior & Privacy Research (USA) to find out how users respond to the mobile app advertising ecosystem and their behaviors and preferences when it comes to app privacy. App users in APAC countries are very unique country by country. We asked users in four major...
The post Mobile App User Behavior & Privacy Research 2021 – APAC Highlights appeared first on AdColony.","Wed, 26 May 2021 01:00:00 +0000"
Mobile’s Evolving Gaming Experience,https://www.adcolony.com/blog/2021/05/24/mobiles-evolving-gaming-experience/,"The overall gaming industry had already been growing steadily over the past several years, but 2020 brought on a massive push in the market. Gamers found themselves with more time on their hands and consequently spent more time (and money) on games on various platforms. Games continue to evolve, but where are the audiences now...
The post Mobile’s Evolving Gaming Experience appeared first on AdColony.","Tue, 25 May 2021 04:26:18 +0000"
